,Name,Height,Weight,Reach,Stance,DOB,Link
3521,Darian Weeks,"5' 11""",170 lbs,"72""",Orthodox,"Nov 23, 1993",http://ufcstats.com/fighter-details/326a001926ffb7ec
3522,Joshua Weems,"5' 8""",135 lbs,"69""",Orthodox,"May 05, 1994",http://ufcstats.com/fighter-details/69888118d968ba52
3523,Daniel Weichel,"5' 10""",145 lbs,"70""",,"Nov 22, 1984",http://ufcstats.com/fighter-details/7b9dade6bedaabbe
3524,Chris Weidman,"6' 2""",185 lbs,"78""",Orthodox,"Jun 17, 1984",http://ufcstats.com/fighter-details/3a8176e15b9887c1
3525,Mark Weir,"6' 2""",185 lbs,--,Southpaw,"Sep 19, 1967",http://ufcstats.com/fighter-details/9ccdd2ce45903f34
3526,Christian Wellisch,"6' 2""",234 lbs,"77""",Orthodox,"Sep 13, 1975",http://ufcstats.com/fighter-details/f1b2a4365799c48b
3527,Jeremiah Wells,"5' 9""",170 lbs,"74""",Switch,"Oct 30, 1986",http://ufcstats.com/fighter-details/d66a46de8d705353
3528,Fabricio Werdum,"6' 4""",231 lbs,"77""",Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/492b202d2064e7a9
3529,Mike Wessel,"6' 0""",260 lbs,--,Orthodox,"Dec 02, 1977",http://ufcstats.com/fighter-details/b51841e7c594090d
3530,Dustin West,"5' 11""",170 lbs,--,,--,http://ufcstats.com/fighter-details/5f5763b3a4de8dd4
3531,Sheldon Westcott,"6' 1""",170 lbs,"71""",Southpaw,"Aug 20, 1984",http://ufcstats.com/fighter-details/ec2d13a87d3d9541
3532,Aaron Wetherspoon,--,170 lbs,--,,--,http://ufcstats.com/fighter-details/1ce7998e0a215caa
3533,Coty Wheeler,"5' 6""",135 lbs,"67""",Orthodox,"Oct 11, 1978",http://ufcstats.com/fighter-details/e57f0b06ea39e360
3534,Vernon White,"6' 0""",205 lbs,--,Southpaw,"Dec 03, 1971",http://ufcstats.com/fighter-details/12458872d6afae1b
3535,Steve White,"5' 11""",175 lbs,--,,--,http://ufcstats.com/fighter-details/d181689653115b6a
3536,Alex White,"6' 0""",155 lbs,"71""",Southpaw,"Oct 22, 1988",http://ufcstats.com/fighter-details/c17041f1bb5768d8
3537,Craig White,"6' 2""",170 lbs,"76""",Orthodox,"Jul 01, 1990",http://ufcstats.com/fighter-details/3dd949593346dbc3
3538,Patrik White,"6' 0""",155 lbs,"72""",Orthodox,"Jun 11, 1993",http://ufcstats.com/fighter-details/4debc6c4c6249690
3539,Robert Whiteford,"5' 9""",145 lbs,"69""",Southpaw,"Apr 12, 1983",http://ufcstats.com/fighter-details/1dafccb62a0f98ec
3540,Mike Whitehead,"6' 1""",205 lbs,--,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/22d1e00e1aabb7c9
3541,Garett Whiteley,"6' 0""",155 lbs,"72""",Orthodox,"Dec 13, 1980",http://ufcstats.com/fighter-details/129537073431e52e
3542,Mitch Whitesel,"5' 9""",185 lbs,--,,"Jul 12, 1981",http://ufcstats.com/fighter-details/b6debbda44d4a5a0
3543,Emily Whitmire,"5' 5""",125 lbs,"63""",Orthodox,"May 24, 1991",http://ufcstats.com/fighter-details/b3d21b2610dcfaeb
3544,Robert Whittaker,"6' 0""",185 lbs,"73""",Orthodox,"Dec 20, 1990",http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
3545,Josh Wick,"5' 9""",155 lbs,"69""",Switch,"Oct 04, 1994",http://ufcstats.com/fighter-details/13935768cf8aeb86
3546,Adam Wieczorek,"6' 5""",250 lbs,"81""",Orthodox,"Feb 05, 1992",http://ufcstats.com/fighter-details/efa1f6b42c86793c
3547,Orlando Wiet,"5' 10""",170 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/a6c2f5381d575920
3548,Jonathan Wiezorek,"6' 3""",250 lbs,--,Southpaw,"Feb 10, 1978",http://ufcstats.com/fighter-details/60884f31ead1609c
3549,Justin Wilcox,"5' 6""",155 lbs,--,Orthodox,"Mar 12, 1979",http://ufcstats.com/fighter-details/4a482a0100cfcd0a
3550,Joe Wilk,"5' 9""",145 lbs,--,,"Apr 12, 1982",http://ufcstats.com/fighter-details/781014fb7e8e647a
3551,Aaron Wilkinson,"5' 10""",155 lbs,--,,"Jan 31, 1987",http://ufcstats.com/fighter-details/338a11d3674eb2d4
3552,Mike Wilkinson,"5' 7""",145 lbs,"66""",Orthodox,"Sep 15, 1987",http://ufcstats.com/fighter-details/cfaf010d5b389c09
3553,Rob Wilkinson,"6' 3""",185 lbs,"80""",Orthodox,"Feb 22, 1992",http://ufcstats.com/fighter-details/826475cc758e60e6
3554,James Wilks,"6' 1""",170 lbs,"75""",Orthodox,"May 04, 1978",http://ufcstats.com/fighter-details/852454c572675334
3555,Tedd Williams,"6' 1""",275 lbs,--,Orthodox,"Dec 19, 1969",http://ufcstats.com/fighter-details/b63e800c18e011b5
3556,Pete Williams,"6' 3""",235 lbs,--,Orthodox,"Jul 10, 1975",http://ufcstats.com/fighter-details/6291ac0a3726732f
3557,Rubin Williams,"6' 1""",185 lbs,--,Orthodox,"Apr 09, 1976",http://ufcstats.com/fighter-details/6f812143641ceff8
3558,Carter Williams,"6' 1""",265 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/b8e2f10efb6eca85
3559,Patrick Williams,"5' 8""",135 lbs,"73""",Orthodox,"Sep 07, 1981",http://ufcstats.com/fighter-details/39330403ad27c2bb
3560,Tim Williams,"6' 2""",185 lbs,"76""",Orthodox,"Jul 03, 1986",http://ufcstats.com/fighter-details/990bd63726a577f8
3561,Jordan Williams,"6' 1""",185 lbs,"75""",Southpaw,"Oct 13, 1990",http://ufcstats.com/fighter-details/e26bd53b751d61d9
3562,Cole Williams,"6' 0""",170 lbs,"73""",Orthodox,"Dec 15, 1983",http://ufcstats.com/fighter-details/f9a20a17d712ef7c
3563,Khaos Williams,"6' 0""",170 lbs,"77""",Orthodox,"Mar 30, 1994",http://ufcstats.com/fighter-details/2558ae2e5671e318
3564,Karl Williams,"6' 3""",235 lbs,"79""",Orthodox,"Jan 06, 1990",http://ufcstats.com/fighter-details/d35f734c56a89103
3565,Karl Willis,--,--,--,,--,http://ufcstats.com/fighter-details/95883dbdab4fcf0f
3566,Justin Willis,"6' 1""",264 lbs,"78""",Southpaw,"Jul 19, 1987",http://ufcstats.com/fighter-details/ce1e867808ef5fce
3567,Chris Wilson,"6' 1""",170 lbs,"75""",Orthodox,"Jun 07, 1977",http://ufcstats.com/fighter-details/a56607a451e4c70d
3568,Greg Wilson,--,155 lbs,--,,"Oct 02, 1988",http://ufcstats.com/fighter-details/9cc84087ee768342
3569,Jonathan Wilson,"6' 2""",205 lbs,"75""",Southpaw,"Jul 17, 1987",http://ufcstats.com/fighter-details/cd01f0b768a32475
3570,Sean Wilson,"5' 8""",145 lbs,--,,"Oct 20, 1982",http://ufcstats.com/fighter-details/b8e6393c39cb9740
3571,Matt Wiman,"5' 10""",155 lbs,"68""",Orthodox,"Sep 19, 1983",http://ufcstats.com/fighter-details/eb29176b03dfa888
3572,Eddie Wineland,"5' 7""",135 lbs,"69""",Orthodox,"Jun 26, 1984",http://ufcstats.com/fighter-details/fc9a9559a05f2704
3573,Deron Winn,"5' 6""",185 lbs,"70""",Orthodox,"Jun 13, 1989",http://ufcstats.com/fighter-details/483a953b18d73bb3
3574,Andre Winner,"5' 11""",155 lbs,"73""",Orthodox,"Nov 09, 1981",http://ufcstats.com/fighter-details/b45d6b73f4ca4467
3575,Eric Wisely,"5' 8""",145 lbs,--,Southpaw,"Jul 25, 1984",http://ufcstats.com/fighter-details/53f84637dfffab7a
3576,Keith Wisniewski,"6' 0""",170 lbs,--,Orthodox,"Oct 25, 1981",http://ufcstats.com/fighter-details/cd12227edd3f134b
3577,Jason Witt,"5' 10""",170 lbs,"70""",Orthodox,"Nov 07, 1986",http://ufcstats.com/fighter-details/5f3805dda9661cba
3578,Travis Wiuff,"6' 3""",205 lbs,--,Orthodox,"Mar 15, 1978",http://ufcstats.com/fighter-details/7f9f528cb72a6ed1
3579,Ray Wizard,--,--,--,,--,http://ufcstats.com/fighter-details/ea0ad155451ed1f5
3580,Karolina Wojcik,"5' 2""",115 lbs,--,Orthodox,"Dec 09, 1994",http://ufcstats.com/fighter-details/b99b3620839ea911
3581,Danyelle Wolf,"5' 11""",145 lbs,"70""",Orthodox,"Sep 08, 1983",http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30
3582,Brandon Wolff,"5' 9""",170 lbs,--,Orthodox,"Oct 18, 1975",http://ufcstats.com/fighter-details/aa79d5399571068e
3583,Xue Do Won,"5' 7""",165 lbs,--,,--,http://ufcstats.com/fighter-details/daa89f01e1c0f42a
3584,Joanne Wood,"5' 6""",125 lbs,"65""",Orthodox,"Dec 23, 1985",http://ufcstats.com/fighter-details/12f91bfa8f1f723b
3585,Nathaniel Wood,"5' 6""",145 lbs,"69""",Orthodox,"May 08, 1993",http://ufcstats.com/fighter-details/329e403448756217
3586,Val Woodburn,--,185 lbs,--,,"Aug 10, 1993",http://ufcstats.com/fighter-details/7a47e068f8017019
3587,Tyron Woodley,"5' 9""",170 lbs,"74""",Orthodox,"Apr 07, 1982",http://ufcstats.com/fighter-details/effd9de9937996f8
3588,Salvador Woods,"5' 11""",170 lbs,--,,"Feb 05, 1985",http://ufcstats.com/fighter-details/8de471543d9c933e
3589,Sean Woodson,"6' 2""",145 lbs,"78""",Orthodox,"Jun 07, 1992",http://ufcstats.com/fighter-details/4682bc59d5f55145
3590,Cal Worsham,"5' 11""",230 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/de3ed2e152520c8d
3591,Hunter Worsham,--,185 lbs,--,,--,http://ufcstats.com/fighter-details/8fb808fc2e145bd6
3592,Khama Worthy,"5' 11""",155 lbs,"74""",Orthodox,"Oct 15, 1986",http://ufcstats.com/fighter-details/78e501478a36a018
3593,Eric Wray,"6' 0""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/eb6edce3028f05c0
3594,Justin Wren,"6' 2""",265 lbs,--,Orthodox,"Apr 27, 1987",http://ufcstats.com/fighter-details/e78f601035d677f2
3595,JW Wright,--,130 lbs,--,,"Jan 12, 1976",http://ufcstats.com/fighter-details/2a0b19a96f848eff
3596,Chris Wright,--,--,--,,--,http://ufcstats.com/fighter-details/7182146226dabe22
3597,Jordan Wright,"6' 2""",205 lbs,"77""",Orthodox,"Oct 07, 1991",http://ufcstats.com/fighter-details/c878270af633eb11
3598,Marcin Wrzosek,"5' 9""",155 lbs,--,,"Oct 14, 1987",http://ufcstats.com/fighter-details/aac6edb0d5e0b7e9
3599,Wu Yanan,"5' 8""",135 lbs,"66""",Orthodox,"Apr 18, 1996",http://ufcstats.com/fighter-details/fdbefee0827e1567
3600,Wulijiburen,"5' 9""",135 lbs,"69""",Orthodox,"Mar 01, 1989",http://ufcstats.com/fighter-details/2296125b6c362355
3601,Wuziazibieke Jiahefu,"5' 9""",145 lbs,"70""",Orthodox,"Apr 09, 1990",http://ufcstats.com/fighter-details/2d077e22886298be
3602,Yusup Saadulaev,"5' 6""",135 lbs,--,,"Mar 31, 1985",http://ufcstats.com/fighter-details/b1669a810fae4220
3603,Cameron Saaiman,"5' 8""",135 lbs,"67""",Southpaw,"Dec 20, 2000",http://ufcstats.com/fighter-details/3c8a5200436e19f3
3604,Pete Sabala,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/7956f026e2672c47
3605,Danny Sabatello,"5' 10""",135 lbs,"71""",Orthodox,"Mar 31, 1993",http://ufcstats.com/fighter-details/cb7ee07982de2a28
3606,Pat Sabatini,"5' 8""",145 lbs,"70""",Orthodox,"Nov 09, 1990",http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
3607,Amir Sadollah,"5' 10""",170 lbs,"75""",Orthodox,"Aug 27, 1980",http://ufcstats.com/fighter-details/2650e2f846a30f64
3608,Nazim Sadykhov,"5' 10""",155 lbs,"69""",Southpaw,"May 16, 1994",http://ufcstats.com/fighter-details/ff62013d2fce6d13
3609,Frankie Saenz,"5' 6""",135 lbs,"66""",Orthodox,"Aug 12, 1980",http://ufcstats.com/fighter-details/9ba2226646046b63
3610,Saparbeg Safarov,"6' 1""",185 lbs,"78""",Orthodox,"Oct 14, 1986",http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
3611,Tarec Saffiedine,"5' 10""",170 lbs,"70""",Switch,"Sep 06, 1986",http://ufcstats.com/fighter-details/0749d968e932df53
3612,Jason Saggo,"5' 11""",155 lbs,"71""",Orthodox,"Nov 23, 1985",http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23
3613,Benoit Saint Denis,"5' 11""",155 lbs,"73""",Southpaw,"Dec 18, 1995",http://ufcstats.com/fighter-details/c2299ec916bc7c56
3614,Ovince Saint Preux,"6' 3""",205 lbs,"80""",Southpaw,"Apr 08, 1983",http://ufcstats.com/fighter-details/50db8711c70196cd
3615,Lukasz Sajewski,"5' 8""",155 lbs,"71""",Orthodox,"Nov 27, 1990",http://ufcstats.com/fighter-details/fb41432b622992a9
3616,Yukio Sakaguchi,"5' 9""",185 lbs,--,Orthodox,"Jul 26, 1973",http://ufcstats.com/fighter-details/94a5aaf573f780ad
3617,Augusto Sakai,"6' 3""",265 lbs,"77""",Orthodox,"May 09, 1991",http://ufcstats.com/fighter-details/441eacbe20e0e80b
3618,Alessio Sakara,"6' 0""",185 lbs,"72""",Orthodox,"Sep 02, 1981",http://ufcstats.com/fighter-details/7f955f71fa2ce7ac
3619,Wataru Sakata,"5' 9""",195 lbs,--,Southpaw,"Mar 11, 1973",http://ufcstats.com/fighter-details/d7907a9a968e4d29
3620,Gokhan Saki,"6' 0""",205 lbs,"73""",Orthodox,"Oct 19, 1983",http://ufcstats.com/fighter-details/4690d47bf725fd98
3621,Kazushi Sakuraba,"6' 0""",185 lbs,--,Southpaw,"Jul 14, 1969",http://ufcstats.com/fighter-details/9b5b5a75523728f3
3622,Hayato Sakurai,"5' 7""",168 lbs,--,Orthodox,"Aug 24, 1975",http://ufcstats.com/fighter-details/85e26e2468b4e82f
3623,Ryuta Sakurai,"5' 7""",183 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/ff9578cdbfabd323
3624,Justin Salas,"5' 8""",155 lbs,"70""",Southpaw,"Mar 13, 1982",http://ufcstats.com/fighter-details/9b198c73e3d0d289
3625,Ivan Salaverry,"6' 0""",185 lbs,--,Orthodox,"Jan 11, 1971",http://ufcstats.com/fighter-details/394f55ebca199124
3626,Roman Salazar,"5' 7""",135 lbs,--,Orthodox,"Feb 21, 1988",http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
3627,Luis Saldana,"5' 11""",145 lbs,"73""",Orthodox,"Jan 27, 1991",http://ufcstats.com/fighter-details/12e0fdc606f7e274
3628,John Salgado,"5' 10""",170 lbs,--,,--,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad
3629,Muslim Salikhov,"5' 11""",170 lbs,"70""",Orthodox,"Jun 09, 1984",http://ufcstats.com/fighter-details/447f9858ae78f921
3630,Gabriel Salinas-Jones,"6' 1""",245 lbs,--,,"Nov 20, 1984",http://ufcstats.com/fighter-details/74d5f71eeb0c66c7
3631,Brandon Saling,"5' 10""",170 lbs,--,,"Jan 28, 1986",http://ufcstats.com/fighter-details/a049aa06508b9c7b
3632,Sean Salmon,"5' 10""",185 lbs,--,Southpaw,"Sep 11, 1977",http://ufcstats.com/fighter-details/7c0847d3854a95f2
3633,Boston Salmon,"5' 9""",135 lbs,"69""",Southpaw,"Nov 20, 1990",http://ufcstats.com/fighter-details/98e946879ba20c0f
3634,John Salter,"6' 1""",185 lbs,"74""",Southpaw,"Mar 21, 1985",http://ufcstats.com/fighter-details/010986ee359fb863
3635,Vinicius Salvador,"5' 7""",125 lbs,"70""",Southpaw,"Jul 24, 1996",http://ufcstats.com/fighter-details/65cdf4ec31143d86
3636,Dylan Salvador,--,155 lbs,--,,"May 20, 1993",http://ufcstats.com/fighter-details/a7a3fb5f6c67b122
3637,Josh Samman,"6' 3""",185 lbs,"79""",Orthodox,"Mar 14, 1988",http://ufcstats.com/fighter-details/9deff9e3e8d94d47
3638,Johnny Sampaio,"5' 8""",170 lbs,--,Orthodox,"Sep 11, 1975",http://ufcstats.com/fighter-details/b23388ff8ac6637b
3639,Josh Sampo,"5' 4""",125 lbs,"64""",Orthodox,"Jul 24, 1984",http://ufcstats.com/fighter-details/f65dcb22dada2223
3640,Josh San Diego,"5' 10""",135 lbs,--,,--,http://ufcstats.com/fighter-details/983e281d257c24dc
3641,Diego Sanchez,"5' 10""",170 lbs,"72""",Southpaw,"Dec 31, 1981",http://ufcstats.com/fighter-details/82e7929bf6c2b689
3642,Eddie Sanchez,"6' 2""",230 lbs,"74""",Orthodox,"Nov 04, 1982",http://ufcstats.com/fighter-details/7f0b4a75ef3039a3
3643,Julian Sanchez,"6' 3""",300 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/c6da1c24fe473418
3644,Bobby Sanchez,"5' 7""",155 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/6a0047ac8c99fece
3645,Donald Sanchez,"5' 10""",145 lbs,--,,"Aug 18, 1984",http://ufcstats.com/fighter-details/bb140b121283acbb
3646,Joby Sanchez,"5' 6""",135 lbs,"68""",Orthodox,"Jun 24, 1991",http://ufcstats.com/fighter-details/b12fc8a41e82d3a2
3647,Emmanuel Sanchez,"5' 9""",145 lbs,"71""",,"Aug 11, 1990",http://ufcstats.com/fighter-details/243a336eaa2d2eb4
3648,Erick Sanchez,"5' 10""",145 lbs,--,,"Oct 04, 1990",http://ufcstats.com/fighter-details/ef3663798164adf0
3649,Andrew Sanchez,"6' 1""",185 lbs,"74""",Orthodox,"Apr 08, 1988",http://ufcstats.com/fighter-details/fccf811c1e8b01c7
3650,Robert Sanchez,"5' 6""",125 lbs,"66""",Orthodox,"Mar 05, 1986",http://ufcstats.com/fighter-details/546f8599a63c29da
3651,Jesse Sanders,"6' 0""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/59aaf2730b84698a
3652,Luke Sanders,"5' 6""",135 lbs,"67""",Southpaw,"Dec 12, 1985",http://ufcstats.com/fighter-details/96428b9e9bd048ea
3653,Jerrod Sanders,"5' 8""",135 lbs,"72""",Orthodox,"Oct 01, 1979",http://ufcstats.com/fighter-details/12f1b140e248bdb9
3654,Cory Sandhagen,"5' 11""",135 lbs,"70""",Switch,"Apr 20, 1992",http://ufcstats.com/fighter-details/65f09bacd3957381
3655,Hugo Sandoval,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/9d51bcc281aa0514
3656,Raul Sandoval,--,130 lbs,--,,--,http://ufcstats.com/fighter-details/f9ad10f6a49e5452
3657,Joseph Sandoval,"5' 7""",135 lbs,--,Southpaw,"May 11, 1986",http://ufcstats.com/fighter-details/696002b59f09d73b
3658,Hector Sandoval,"5' 2""",125 lbs,"64""",Orthodox,"Jul 19, 1986",http://ufcstats.com/fighter-details/449c890bd90f3374
3659,Chris Sanford,"5' 11""",185 lbs,--,Orthodox,"Mar 12, 1968",http://ufcstats.com/fighter-details/29f935654825331b
3660,Roldan Sangcha'an,"5' 4""",125 lbs,--,Orthodox,"Dec 04, 1990",http://ufcstats.com/fighter-details/57887765f831e228
3661,Yuhi Sano,"5' 11""",243 lbs,--,Orthodox,"Feb 02, 1965",http://ufcstats.com/fighter-details/4c12aa7ca246e7a4
3662,Martin Sano,"5' 11""",170 lbs,"75""",Orthodox,"May 30, 1991",http://ufcstats.com/fighter-details/16a64f93f6678b7b
3663,Jonathan Santa Maria,"5' 9""",125 lbs,--,,--,http://ufcstats.com/fighter-details/3143e5daff9e5b71
3664,Duda Santana,"5' 7""",145 lbs,"73""",Orthodox,"Jan 10, 1996",http://ufcstats.com/fighter-details/d6ead04919a894b1
3665,Shaheen Santana,"6' 1""",155 lbs,"75""",Orthodox,"Jun 04, 1991",http://ufcstats.com/fighter-details/19809d475ed832d5
3666,Sean Santella,"5' 5""",125 lbs,--,,"Oct 25, 1984",http://ufcstats.com/fighter-details/39792c2f42c9f527
3667,Jorge Santiago,"6' 1""",170 lbs,"75""",Orthodox,"Oct 09, 1980",http://ufcstats.com/fighter-details/f8dc544e7077d014
3668,Mike Santiago,"5' 10""",145 lbs,"69""",Orthodox,"Jul 28, 1989",http://ufcstats.com/fighter-details/bc656db347f31e19
3669,Will Santiago,"5' 7""",185 lbs,--,Orthodox,"Feb 08, 1983",http://ufcstats.com/fighter-details/4920292f5d9b76df
3670,Richie Santiago,"5' 7""",135 lbs,"67""",Southpaw,"Oct 10, 1992",http://ufcstats.com/fighter-details/9f95d6b5b459cc6b
3671,Jose Santibanez,--,155 lbs,--,,"Jan 18, 1980",http://ufcstats.com/fighter-details/8299206ccebc44a7
3672,Art Santore,"6' 2""",185 lbs,--,,"Oct 26, 1972",http://ufcstats.com/fighter-details/012fc7cd0779c09a
3673,Adriano Santos,--,--,--,,--,http://ufcstats.com/fighter-details/c6e6926a81adcd00
3674,Paulo Santos,--,--,--,,--,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae
3675,Evangelista Santos,"5' 10""",170 lbs,"76""",Orthodox,"Dec 12, 1977",http://ufcstats.com/fighter-details/99bf06f20491cb54
3676,Luis Santos,"6' 1""",170 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/7701377be464d2ef
3677,Iliarde Santos,"5' 5""",125 lbs,"67""",Orthodox,"Sep 25, 1980",http://ufcstats.com/fighter-details/14aa21bc82cac57d
3678,Leonardo Santos,"6' 0""",155 lbs,"75""",Orthodox,"Feb 05, 1980",http://ufcstats.com/fighter-details/9c65736747ca92ec
3679,Thiago Santos,"6' 2""",205 lbs,"76""",Orthodox,"Jan 07, 1984",http://ufcstats.com/fighter-details/dea070ed4a2a8281
3680,Bruno Santos,"5' 9""",185 lbs,--,Orthodox,"Jul 17, 1987",http://ufcstats.com/fighter-details/da1d8d76404bb6b5
3681,Andre Santos,"6' 0""",170 lbs,--,,--,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb
3682,Gleristone Santos,"5' 9""",145 lbs,--,,"Aug 20, 1988",http://ufcstats.com/fighter-details/d12ee718fb35c35c
3683,Yana Santos,"5' 6""",135 lbs,"68""",Orthodox,"Nov 11, 1989",http://ufcstats.com/fighter-details/3143bf892608139a
3684,Taila Santos,"5' 6""",125 lbs,"68""",Orthodox,"Jun 22, 1993",http://ufcstats.com/fighter-details/f7467152fd9f18a2
3685,Marilia Santos,"5' 4""",125 lbs,--,Orthodox,"Dec 12, 1992",http://ufcstats.com/fighter-details/4cb79988b2a9bd07
3686,Edivan Santos,"6' 4""",248 lbs,"78""",Orthodox,"May 03, 1992",http://ufcstats.com/fighter-details/78719f6663ad9160
3687,Daniel Santos,"5' 7""",135 lbs,"67""",Orthodox,"Mar 12, 1995",http://ufcstats.com/fighter-details/b67d6bacc68d4c92
3688,Gabriel Santos,"5' 9""",145 lbs,"70""",Orthodox,"Nov 28, 1996",http://ufcstats.com/fighter-details/f2f140ce7532e327
3689,Luana Santos,--,125 lbs,--,,"Apr 16, 2000",http://ufcstats.com/fighter-details/5078e1dacf9d25f4
3690,Nick Sanzo,"5' 9""",190 lbs,--,,--,http://ufcstats.com/fighter-details/1d147d4163a6989b
3691,Bob Sapp,"6' 5""",350 lbs,--,Orthodox,"Sep 22, 1974",http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc
3692,Daniel Sarafian,"5' 9""",185 lbs,"73""",Orthodox,"Aug 21, 1982",http://ufcstats.com/fighter-details/7e47047d0971d566
3693,Jeka Saragih,"5' 8""",155 lbs,"69""",Orthodox,"Jan 01, 1995",http://ufcstats.com/fighter-details/57186c150c645200
3694,Diego Saraiva,"5' 6""",155 lbs,--,Orthodox,"Apr 23, 1982",http://ufcstats.com/fighter-details/4f4dac51adc1af4f
3695,Harris Sarmiento,"5' 9""",155 lbs,--,Orthodox,"Sep 09, 1983",http://ufcstats.com/fighter-details/026b4f7049085842
3696,Alexander Sarnavskiy,"5' 11""",155 lbs,--,,"Jan 17, 1989",http://ufcstats.com/fighter-details/2097b1a5ff47dfb0
3697,Yuki Sasaki,"6' 2""",185 lbs,--,Orthodox,"Sep 12, 1976",http://ufcstats.com/fighter-details/e5c38954c006f15c
3698,Kyosuke Sasaki,"5' 7""",183 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/23bd78c3f89bdb54
3699,Yuta Sasaki,"5' 10""",125 lbs,"71""",Southpaw,"Oct 07, 1989",http://ufcstats.com/fighter-details/7c3c48cf54a2848e
3700,Paul Sass,"6' 0""",155 lbs,"73""",Orthodox,"Aug 04, 1988",http://ufcstats.com/fighter-details/7b143a54451263d9
3701,Keisuke Sasu,"5' 5""",145 lbs,"69""",Switch,"Sep 30, 1994",http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c
3702,Masaaki Satake,"6' 1""",220 lbs,--,Orthodox,"Aug 17, 1965",http://ufcstats.com/fighter-details/f4a031ac205ac580
3703,Takenori Sato,"5' 10""",170 lbs,--,Southpaw,"Jun 08, 1985",http://ufcstats.com/fighter-details/276c60b14b571dd4
3704,Takashi Sato,"5' 10""",170 lbs,"73""",Southpaw,"Jun 09, 1990",http://ufcstats.com/fighter-details/8abac218746e04ca
3705,Jeimeson Saudino,"5' 6""",135 lbs,--,,"Mar 05, 1991",http://ufcstats.com/fighter-details/f6f9d41669dd3eaa
3706,Tom Sauer,"6' 1""",263 lbs,--,,"Nov 11, 1970",http://ufcstats.com/fighter-details/36ab6af06e312b41
3707,Townsend Saunders,"5' 5""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6
3708,Ben Saunders,"6' 2""",170 lbs,"77""",Orthodox,"Apr 13, 1983",http://ufcstats.com/fighter-details/484acc7b0f856ce9
3709,Chad W. Saunders,"5' 10""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/4fe9492959834bf7
3710,Chris Saunders,"5' 8""",155 lbs,--,,"Mar 11, 1986",http://ufcstats.com/fighter-details/b35a159f525764eb
3711,Lumumba Sayers,"6' 0""",185 lbs,--,,"Jun 30, 1978",http://ufcstats.com/fighter-details/402ea3b5ee233852
3712,Matt Sayles,"5' 7""",155 lbs,"68""",Orthodox,"Feb 21, 1994",http://ufcstats.com/fighter-details/5b8ba8f5512893b1
3713,Brandon Sayles,"6' 5""",265 lbs,--,,"Apr 23, 1981",http://ufcstats.com/fighter-details/72b7c071910990b1
3714,Mark Scanlon,"5' 9""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/771b60ff889661c8
3715,Eric Schafer,"6' 3""",185 lbs,"76""",Orthodox,"Sep 20, 1977",http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
3716,Kerry Schall,"6' 2""",265 lbs,--,Orthodox,"Aug 09, 1971",http://ufcstats.com/fighter-details/030f08370fd1c2bb
3717,Eric Schambari,"5' 11""",185 lbs,--,Orthodox,"Apr 22, 1978",http://ufcstats.com/fighter-details/66e981516e2476d1
3718,Brendan Schaub,"6' 4""",245 lbs,"78""",Orthodox,"Mar 18, 1983",http://ufcstats.com/fighter-details/89a407032911e27e
3719,Matheus Scheffel,"6' 2""",205 lbs,"75""",Orthodox,"Nov 04, 1992",http://ufcstats.com/fighter-details/a296ad1d238d97df
3720,Antonio Schembri,"5' 9""",205 lbs,--,Orthodox,"Jun 01, 1974",http://ufcstats.com/fighter-details/a3244e3238541482
3721,Fabiano Scherner,"6' 3""",257 lbs,--,Orthodox,"Jun 30, 1972",http://ufcstats.com/fighter-details/0bc7e61d204f2137
3722,Samy Schiavo,"5' 8""",155 lbs,--,Orthodox,"Dec 24, 1975",http://ufcstats.com/fighter-details/1208ffc5be6e31ad
